"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"14727","NETFLI","EQ","NETFLIER FINCO LIMITED",0.01,1,"","",0,10,"INE068I01012",0,0,76.35,9.7,"","","",0,0,0,12.8,8.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NETFINCO"
"14732","DLFLIM","EQ","DLF LIMITED",0.01,1,"","",0,2,"INE271C01023",794.8,489.4,1225,72.35,"","","",0,0,0,730.4,597.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DLF"
"14737","FTCPO1","EQ","F T CAPITAL PROTECTION GROWTH3",0.01,1,"","",0,10,"INF090I01056",0,0,100.95,8,"","","",0,0,0,14.45,11.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","FTCPOF3YGR"
"14741","FTCPO3","EQ","F T CAPITAL PROTECTION GROWTH5",0.01,1,"","",0,10,"INF090I01072",0,0,16.5,7.35,"","","",0,0,0,14.85,12.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","FTCPOF5YGR"
"14742","AXISEN","EQ","AXIS BSE SENSEX ETF",0.01,1,"","",0,10,"INF846K010Q0",91.35,73.52,98,57.2,"","","",0,0,0,97.16,64.78,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SENSEXAXIS"
"14743","FTCPO4","EQ","F T CAPITAL PROTECTION ANNUAL5",0.01,1,"","",0,10,"INF090I01080",0,0,20.9,6.75,"","","",0,0,0,11.85,9.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","FTCPOF5YDV"
"14745","ADVHOT","EQ","ADVANI HOTELS & RESORTS (INDIA",0.01,1,"","",0,2,"INE199C01026",68.39,47,91.65,0.49,"","","",0,0,0,61.72,41.16,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ADVANIHOTR"
"14757","WINYAR","BZ","WINSOME YARNS LTD",0.01,1,"","",0,10,"INE784B01035",5.95,2.95,51,0.05,"","","",0,0,0,2.56,2.46,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","WINSOME"
"1476","IDBI","EQ","IDBI BANK LIMITED",0.01,1,"","",0,10,"INE008A01015",118.38,61.01,202.25,13.9,"","","",0,0,0,99.45,66.31,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IDBI"
"14761","NELLIM","EQ","NELCAST LIMITED",0.01,1,"","",0,2,"INE189I01024",173.58,85.98,194.3,3.17,"","","",0,0,0,142.35,94.91,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NELCAST"
"14766","VISRET","EQ","V2 RETAIL LIMITED",0.01,1,"","",0,1,"INE945H01021",259.25,158.56,259.25,0.61,"","","",0,0,0,260.91,173.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","V2RETAIL"
"14771","TARMAT","EQ","TARMAT LIMITED",0.01,1,"","",0,10,"INE924H01018",73.9,46.26,387,6,"","","",0,0,0,77.61,51.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TARMAT"
"14786","MIR100","EQ","MIRAE ASSET NIF 100 VOL 30 ETF",0.01,1,"","",0,10,"INF769K01JU9",219.1,183.58,227,120,"","","",0,0,0,254.12,169.42,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","LOWVOL"
"14787","CELLAB","BE","CELESTIAL BIOLABS LIMITED",0.01,1,"","",0,10,"INE221I01017",0,0,104.9,1.75,"","","",0,0,0,1.83,1.66,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CELESTIAL"
"14788","SUNADV","EQ","SUN PHARMA ADVANCED RESEARCH C",0.01,1,"","",0,1,"INE232I01014",289,108,593.96,35.17,"","","",0,0,0,224.7,183.86,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SPARC"
"14797","MEGLTD","BE","SIGMA ADVANCED SYSTEMS  LIMITE",0.01,1,"","",0,10,"INE933B01012",721.5,108.75,721.5,3.21,"","","",0,0,0,721.5,652.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SIGMAADV"
"14808","SOUAS","EQ","SOUTH ASIAN PETROCHEM LTD",0.01,1,"","",0,10,"INE801C01019",0,0,40.05,5.5,"","","",0,0,0,17.4,11.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","S"
"14813","ALLDIG","EQ","ALLIED DIGITAL SERVICES LIMITE",0.01,1,"","",0,5,"INE102I01027",209.53,86.27,564.05,7.35,"","","",0,0,0,136.52,91.02,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ADSL"
"14818","EVESYS","EQ","EVERONN EDUCATION LIMITED",0.01,1,"","",0,10,"INE678H01010",36.3,9.7,1235.5,9.7,"","","",0,0,0,13.35,10.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EVERONN"
"14827","ALCLIM","BE","ALCHEMIST LIMITED",0.01,1,"","",0,10,"INE964B01033",0,0,278,0.6,"","","",0,0,0,3.3,3,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ALCHEM"
"14828","WSINDU","EQ","WS INDUSTRIES (INDIA) LTD",0.01,1,"","",0,10,"INE100D01014",98.9,53.8,194,0.5,"","","",0,0,0,69.33,46.23,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","WSI"
"14838","DECCEM","EQ","DECCAN CEMENTS LTD",0.01,1,"","",0,5,"INE583C01021",1164.9,525,1164.9,7.05,"","","",0,0,0,651.5,434.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DECCANCE"
"14847","MAXWEL","BE","VIP CLOTHING LIMITED",0.01,1,"","",0,2,"INE450G01024",41.2,14.05,101.2,3.4,"","","",0,0,0,21.63,19.57,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VIPCLOTHNG"
"14848","ALPALA","EQ","ALPA LABORATORIES LIMITED",0.01,1,"","",0,10,"INE385I01010",101,46.1,144.5,5.1,"","","",0,0,0,79.02,52.68,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ALPA"
"1485","IFBIND","EQ","IFB INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE559A01017",2019.8,883.2,2359.9,0.65,"","","",0,0,0,1663.2,1108.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IFBIND"
"14853","OMALIM","EQ","OMAXE LIMITED",0.01,1,"","",0,10,"INE800H01010",101,62.5,487.5,31.84,"","","",0,0,0,118.04,78.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","OMAXE"
"14858","KOTGOL","EQ","KOTAK  GOLD ETF",0.01,1,"","",0,10,"INF174KA1HJ8",158,80.77,158,7.32,"","","",0,0,0,152.43,101.63,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GOLD1"
"1486","RUDENT","BE","RUDRABHISHEK ENTERPRISES LTD",0.01,1,"","",0,10,"INE364Z01019",182.8,60,348,20.6,"","","",0,0,0,67.72,61.28,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","REPL"
"14862","BRIRE1","ST","BRIGHT SOLAR LIMITED RE",0.01,1,"","",0,10,"INE684Z20010",0,0,0.2,0.05,"","","",0,0,0,0.25,0.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BRIGHT-RE"
"14865","IVRPRI","EQ","IVRCL Assets & Holdings Limite",0.01,1,"","",0,10,"INE414I01018",0,0,339.8,16.07,"","","",0,0,0,41.5,34,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IVRCLAH"
"14868","FUTLIF","BZ","FUTURE LIFESTYLE FASHIONS LTD",0.01,1,"","",0,2,"INE452O01016",0,0,504.35,1.11,"","","",0,0,0,1.27,1.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","FLFL"
"14869","SHAWA1","W1","SHARE INDIA SEC WARRANT ISSUE",0.01,1,"","",0,700,"INE932X13013",0,0,1469,496,"","","",0,0,0,1074.5,716.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SHAREINDIA"
"14871","UDAINF","EQ","UDAYSHIVAKUMAR INFRA LIMITED",0.01,1,"","",0,10,"INE0N0Y01013",36,18.97,88.5,18.97,"","","",0,0,0,26.25,17.51,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","USK"
"14885","THI23D","TB","TBILL 182 Day 29SP23",0.01,1,"","",0,100,"IN002022Y534",0,0,0,0,"","","",0,0,0,104.85,94.86,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","182D290923"
"14886","TYC24D","TB","TBILL 364 Day 29MR24",0.01,1,"","",0,100,"IN002022Z523",0,0,0,0,"","","",0,0,0,104.38,94.43,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","364D290324"
"14889","ASIGRA","EQ","ASIAN GRANITO INDIA LIMITED",0.01,1,"","",0,10,"INE022I01019",79.06,42.5,390.75,7.59,"","","",0,0,0,58.47,47.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ASIANTILES"
